preco;tamanho (m²);qtd_quartos;qtd_banheiros;qtd_vagas_garagem;bairro;endereco;bairro_tratada;bairro_mais_barato;bairro_norm;endereco_norm;latitude;longitude;CEP_opencage
380000.0;69.0;4;2.0;1;Sagrada Família;Rua Santa Marta;Sagrada Família;0;sagrada familia;rua santa marta;-19.9093756;-43.9213488;31015-015
1100000.0;120.0;4;3.0;3;Buritis;Rua Jornalista Guilherme Apgáua;Buritis;0;buritis;rua jornalista guilherme apgaua;-19.9775111;-43.9730245;30575-815
380000.0;65.0;2;2.0;1;Prado;Rua Doutor Gordiano;Prado;0;prado;rua doutor gordiano;-19.9203418;-43.9660131;30411-030
345000.0;108.0;2;1.0;2;Tirol;Rua Márcio José de Araújo;Outros;0;tirol;rua marcio jose de araujo;-19.9854715;-44.0396106;30662-460
3700000.0;315.0;4;4.0;4;Cidade Jardim;Avenida do Contorno;Cidade Jardim;0;cidade jardim;avenida do contorno;-19.9347918;-43.9496247;30180-160
450000.0;100.0;2;1.0;1;Santa Mônica;Rua Otília Cândida Nascimento;Santa Mônica;0;santa monica;rua otilia candida nascimento;-19.8264136;-43.9775249;31525-410
1100000.0;182.0;2;3.0;2;Carmo;Rua Paraguai;Carmo;0;carmo;rua paraguai;-20.368848;-43.4220158;35420-970
995000.0;140.0;4;3.0;2;Santa Lúcia;Rua Rigel;Santa Lúcia;0;santa lucia;rua rigel;-19.9633739;-43.9471468;30350-577
1350000.0;110.0;3;2.0;2;Lourdes;Rua Bernardo Guimarães;Lourdes;0;lourdes;rua bernardo guimaraes;-19.9281158;-43.944536;30160-042
2600000.0;135.0;4;3.0;2;Savassi;Rua Santa Rita Durão;Savassi;0;savassi;rua santa rita durao;-19.9346199;-43.9339697;30130-151
2390000.0;243.0;4;5.0;3;Buritis;Rua Geraldo Lúcio Vasconcelos;Buritis;0;buritis;rua geraldo lucio vasconcelos;-19.9809148;-43.9751321;30575-855
548000.0;105.0;3;2.0;2;Santa Mônica;Rua dos Javaês;Santa Mônica;0;santa monica;rua dos javaes;-19.8260795;-43.9821302;31540-360
395000.0;65.0;2;1.0;1;Santa Tereza;Rua Pouso Alegre;Santa Tereza;0;santa tereza;rua pouso alegre;-19.9124014;-43.9241504;31015-150
495000.0;50.0;2;1.0;1;Heliópolis;Rua José Antenor;Heliópolis;0;heliopolis;rua jose antenor;-19.8451722;-43.9360289;31741-424
2660000.0;239.0;4;4.0;3;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
650000.0;61.0;2;2.0;2;Serra;Rua Capivari;Serra;0;serra;rua capivari;-19.9410422;-43.9165422;30220-330
736000.0;104.0;1;2.0;1;Lourdes;Rua dos Guajajaras;Lourdes;0;lourdes;rua dos guajajaras;-19.9255535;-43.9390705;30180-100
240000.0;79.0;2;1.0;1;Jardim Leblon;Rua Central;Jardim Leblon;1;jardim leblon;rua central;-19.8294709;-43.9882696;31540-360
430000.0;47.0;2;2.0;1;Palmeiras;Rua Senhora do Porto;Palmeiras;0;palmeiras;rua senhora do porto;-19.9722576;-43.9834489;30575-730
480000.0;40.0;1;1.0;1;Centro;Rua dos Tupis;Centro;0;centro;rua dos tupis;-19.9199673;-43.9457542;30190-081
1020000.0;140.0;2;3.0;3;Vila Paris;Rua Batista de Figueiredo;Vila Paris;0;vila paris;rua batista de figueiredo;-19.92083;-43.93778;30160-033
549862.0;55.0;2;2.0;1;Barro Preto;Rua dos Tupis;Barro Preto;0;barro preto;rua dos tupis;-19.9186127;-43.9513912;30190-915
540935.0;59.0;2;2.0;2;Sagrada Família;Rua Genoveva de Souza;Sagrada Família;0;sagrada familia;rua genoveva de souza;-19.9067324;-43.922093;31030-010
2600000.0;380.0;4;4.0;3;Lourdes;Rua Alvarenga Peixoto;Lourdes;0;lourdes;rua alvarenga peixoto;-19.9308588;-43.944;30180-120
850000.0;220.0;4;4.0;1;Centro;Rua São Paulo;Centro;0;centro;rua sao paulo;-19.9249431;-43.9416249;30170-121
529000.0;100.0;3;3.0;0;Silveira;Rua Everardo Vieira;Silveira;0;silveira;rua everardo vieira;-19.8893581;-43.9311599;31170-020
700000.0;80.0;3;1.0;1;Minas Brasil;Rua Azevedo Júnior;Outros;0;minas brasil;rua azevedo junior;-19.9183215;-43.9895966;30730-420
930000.0;200.0;3;2.0;1;Barro Preto;Rua Gonçalves Dias;Barro Preto;0;barro preto;rua goncalves dias;-19.9266525;-43.9558748;30180-070
530000.0;100.0;3;2.0;1;Centro;Rua Goiás;Centro;0;centro;rua goias;-19.9259192;-43.9354585;30130-004
2280000.0;295.0;5;7.0;5;Buritis;Rua Cônsul Walter;Buritis;0;buritis;rua consul walter;-19.9745963;-43.9698432;30575-180
670000.0;83.0;3;2.0;2;Sagrada Família;Rua João Carlos;Sagrada Família;0;sagrada familia;rua joao carlos;-19.9030168;-43.9207034;31030-370
2200000.0;175.0;4;4.0;4;Santa Lúcia;Rua dos Polos;Santa Lúcia;0;santa lucia;rua dos polos;-19.9678594;-43.9508013;30350-577
880000.0;135.0;3;3.0;2;Ipiranga;Rua Dezoito de Julho;Ipiranga;0;ipiranga;rua dezoito de julho;-19.8831887;-43.9311451;31160-210
850000.0;140.0;4;3.0;3;Palmares;Rua Coronel Jairo Pereira;Palmares;0;palmares;rua coronel jairo pereira;-19.8727877;-43.9304523;31160-540
714000.0;140.0;3;2.0;1;Ouro Preto;Rua Sena Madureira;Ouro Preto;0;ouro preto;rua sena madureira;-19.8727502;-43.9891683;31340-000
500000.0;35.0;1;2.0;1;Santa Rosa;Rua Feliciano Negrão;Santa Rosa;0;santa rosa;rua feliciano negrao;-19.8613417;-43.9487403;31270-030
360000.0;51.0;2;2.0;1;Conjunto Califórnia;Avenida das Castanholas;Outros;0;conjunto california;avenida das castanholas;-19.9230681;-44.0079317;30855-030
299000.0;35.0;1;1.0;1;Colégio Batista;Rua Varginha;Colégio Batista;0;colegio batista;rua varginha;-19.9107763;-43.9363781;31110-015
360000.0;60.0;3;1.0;1;Santa Amélia;Rua Dona Cidinha Stussi;Santa Amélia;0;santa amelia;rua dona cidinha stussi;-19.8409219;-43.9847637;31555-100
590000.0;98.0;3;2.0;1;Santa Efigênia;Rua Padre Rolim;Santa Efigênia;0;santa efigenia;rua padre rolim;-19.9268708;-43.9283606;30150-290
679000.0;96.0;2;1.0;2;Santa Efigênia;Avenida Alphonsus de Guimarães;Santa Efigênia;0;santa efigenia;avenida alphonsus de guimaraes;-19.92083;-43.93778;30160-033
460540.0;57.0;2;2.0;2;Padre Eustáquio;Rua Aquidaban;Padre Eustáquio;0;padre eustaquio;rua aquidaban;-19.9200215;-43.9751073;30720-404
930000.0;144.0;4;3.0;2;Colégio Batista;Rua Guanhães;Colégio Batista;0;colegio batista;rua guanhaes;-19.9070824;-43.9378181;31110-150
540000.0;68.0;3;1.0;2;Santa Mônica;Rua dos Javaês;Santa Mônica;0;santa monica;rua dos javaes;-19.8260795;-43.9821302;31540-360
895000.0;80.0;2;3.0;1;Belvedere;Rua Desembargador Jorge Fontana;Belvedere;0;belvedere;rua desembargador jorge fontana;-19.9755464;-43.9420204;30320-900
1200000.0;132.0;4;3.0;2;Sion;Rua da Groenlândia;Sion;0;sion;rua da groenlandia;-19.92083;-43.93778;30160-033
599000.0;95.0;4;3.0;4;Santa Cruz;Rua Maria José Gomes;Santa Cruz;0;santa cruz;rua maria jose gomes;-19.8748998;-43.9449034;31255-180
549000.0;95.0;3;3.0;2;Palmares;Rua Joaquim Ribeiro Costa;Palmares;0;palmares;rua joaquim ribeiro costa;-19.8751849;-43.9303563;31160-540
600000.0;100.0;4;3.0;2;Palmares;Rua Professor Benito do Carmo;Palmares;0;palmares;rua professor benito do carmo;-19.8715437;-43.931298;31160-540
680000.0;85.0;3;2.0;2;Caiçara-Adelaide;Rua Antônio Cesário da Rocha;Caiçara-Adelaide;0;caicara-adelaide;rua antonio cesario da rocha;-19.9017263;-43.9803369;30750-170
700000.0;100.0;4;2.0;2;Ipiranga;Rua Princesa Isabel;Ipiranga;0;ipiranga;rua princesa isabel;-19.8841868;-43.9347105;31160-210
3490000.0;301.0;4;4.0;3;Lourdes;Rua Alvarenga Peixoto;Lourdes;0;lourdes;rua alvarenga peixoto;-19.9308588;-43.944;30180-120
195000.0;43.0;2;1.0;1;Jardim Vitória;Rua dos Borges;Outros;0;jardim vitoria;rua dos borges;-19.8446301;-43.8800892;31970-360
719000.0;90.0;3;3.0;2;Liberdade;Rua Custódio de Melo;Liberdade;0;liberdade;rua custodio de melo;-19.8626525;-43.9515537;31270-300
450000.0;61.0;2;2.0;2;Castelo;Rua Castelo de Sintra;Castelo;0;castelo;rua castelo de sintra;-19.8784936;-44.0040732;31330-200
1800000.0;178.0;4;4.0;2;Gutierrez;Rua Cônego Rocha Franco;Gutierrez;0;gutierrez;rua conego rocha franco;-19.9354512;-43.9540924;30441-025
950000.0;95.0;4;2.0;2;Buritis;Rua José Hemetério Andrade;Buritis;0;buritis;rua jose hemeterio andrade;-19.9767283;-43.9638434;30575-210
1250000.0;190.0;4;3.0;3;Ouro Preto;Rua Professor Domício Murta;Ouro Preto;0;ouro preto;rua professor domicio murta;-19.8740079;-43.9894684;31340-000
1150000.0;130.0;4;2.0;2;Carmo;Rua Flórida;Carmo;0;carmo;rua florida;-19.92083;-43.93778;30160-033
854000.0;100.0;3;2.0;2;Padre Eustáquio;Rua Cesário Alvim;Padre Eustáquio;0;padre eustaquio;rua cesario alvim;-19.9190366;-43.9745491;30720-270
1020000.0;65.0;2;2.0;2;Vila Paris;Rua Batista de Figueiredo;Vila Paris;0;vila paris;rua batista de figueiredo;-19.92083;-43.93778;30160-033
2820000.0;151.0;4;3.0;3;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
478950.0;55.0;2;2.0;2;Buritis;Rua Stella Hanriot;Buritis;0;buritis;rua stella hanriot;-19.9715569;-43.9714507;30575-180
830000.0;398.0;4;4.0;2;Vila Cloris;Avenida Doutor Cristiano Guimarães;Vila Cloris;0;vila cloris;avenida doutor cristiano guimaraes;-19.8289924;-43.9519176;31720-300
950000.0;150.0;4;3.0;2;Santa Amélia;Rua Irema Maia Freire;Santa Amélia;0;santa amelia;rua irema maia freire;-19.8407629;-43.9832238;31555-100
750000.0;78.0;2;2.0;2;Castelo;Rua Castelo de Abrantes;Castelo;0;castelo;rua castelo de abrantes;-19.8832683;-43.9965755;31330-000
2080000.0;110.0;4;4.0;4;Funcionários;Rua Maranhão;Funcionários;0;funcionarios;rua maranhao;-19.9352072;-43.9264341;30110-032
4800000.0;196.0;4;5.0;4;Santa Efigênia;Rua Piauí;Santa Efigênia;0;santa efigenia;rua piaui;-19.9248171;-43.9249863;30140-001
535000.0;103.0;3;2.0;1;Santo Antônio;Rua Benjamim Flores;Santo Antônio;0;santo antonio;rua benjamim flores;-19.9484475;-43.9443745;30350-213
625000.0;130.0;4;2.0;2;Cruzeiro;Rua Alfenas;Cruzeiro;0;cruzeiro;rua alfenas;-19.9452679;-43.9234932;30310-150
270000.0;25.0;1;1.0;1;Bandeirantes;Avenida Otacílio Negrão de Lima;Bandeirantes;0;bandeirantes;avenida otacilio negrao de lima;-19.8506114;-43.9919722;31365-450
1150000.0;200.0;4;2.0;3;Gutierrez;Rua Porto Carrero;Gutierrez;0;gutierrez;rua porto carrero;-19.9448006;-43.9586357;30441-190
335000.0;28.0;1;1.0;1;Estoril;Rua Desembargador Amílcar de Castro;Estoril;0;estoril;rua desembargador amilcar de castro;-19.9674129;-43.9565076;30360-070
420000.0;95.0;3;2.0;1;Luxemburgo;Rua Doutor Juvenal dos Santos;Luxemburgo;0;luxemburgo;rua doutor juvenal dos santos;-19.9504542;-43.9570613;30380-430
570000.0;110.0;3;2.0;2;Planalto;Rua Josué Azevedo;Planalto;0;planalto;rua josue azevedo;-19.8350418;-43.9475228;31720-440
676551.0;55.0;3;2.0;2;Liberdade;Rua Boaventura;Liberdade;0;liberdade;rua boaventura;-19.8636038;-43.9547231;31270-250
419000.0;60.0;2;1.0;2;Manacás;Rua Santo Onofre;Manacás;0;manacas;rua santo onofre;-19.8974576;-43.996058;30840-492
380000.0;50.0;2;1.0;1;Rio Branco;Rua Zilda;Rio Branco;0;rio branco;rua zilda;-19.8138797;-43.9867822;31573-506
3445000.0;166.0;4;4.0;4;Anchieta;Rua Laranjal;Anchieta;0;anchieta;rua laranjal;-19.9472572;-43.9304641;30310-080
650000.0;72.0;2;2.0;1;Padre Eustáquio;Rua Doutor Alberto Cavalcanti;Padre Eustáquio;0;padre eustaquio;rua doutor alberto cavalcanti;-19.92083;-43.93778;30160-033
699900.0;79.0;2;1.0;2;Nova Suíssa;Rua Joaquim Nabuco;Nova Suíssa;0;nova suissa;rua joaquim nabuco;-19.9354463;-43.9772205;30421-265
853000.0;93.0;3;2.0;2;Padre Eustáquio;Rua Itororó;Padre Eustáquio;0;padre eustaquio;rua itororo;-19.9169365;-43.9776572;30720-060
499000.0;95.0;3;2.0;2;Letícia;Rua José Benevides da Silveira;Letícia;0;leticia;rua jose benevides da silveira;-19.8070283;-43.9804371;31570-000
980000.0;101.0;3;2.0;2;Caiçara-Adelaide;Rua Atlântida;Caiçara-Adelaide;0;caicara-adelaide;rua atlantida;-19.9050727;-43.9759599;30720-476
290000.0;44.0;2;1.0;1;Sagrada Família;Rua São Mateus;Sagrada Família;0;sagrada familia;rua sao mateus;-19.9006792;-43.9174041;31035-340
675000.0;57.0;2;2.0;0;Gutierrez;Avenida Raja Gabaglia;Gutierrez;0;gutierrez;avenida raja gabaglia;-19.9427746;-43.9564956;30430-340
450000.0;50.0;2;2.0;1;Palmeiras;Rua Senhora do Porto;Palmeiras;0;palmeiras;rua senhora do porto;-19.9722576;-43.9834489;30575-730
1050000.0;85.0;3;3.0;2;Cidade Nova;Rua Tabelião Ferreira de Carvalho;Cidade Nova;0;cidade nova;rua tabeliao ferreira de carvalho;-19.8902193;-43.9238033;31170-180
2150000.0;200.0;3;5.0;3;Sion;Rua Venezuela;Sion;0;sion;rua venezuela;-19.9507529;-43.9362411;30310-000
690000.0;73.0;2;1.0;0;Boa Vista;Rua Nova Granada;Outros;0;boa vista;rua nova granada;-19.8906589;-43.9053818;31060-250
1290000.0;156.0;4;4.0;2;Dona Clara;Rua Etelvina Vaz de Melo;Dona Clara;0;dona clara;rua etelvina vaz de melo;-19.8594742;-43.9424238;31260-140
650000.0;80.0;4;3.0;2;Padre Eustáquio;Rua Doutor Alberto Cavalcanti;Padre Eustáquio;0;padre eustaquio;rua doutor alberto cavalcanti;-19.92083;-43.93778;30160-033
1000000.0;76.0;1;2.0;2;Belvedere;Avenida Luíz Paulo Franco;Belvedere;0;belvedere;avenida luiz paulo franco;-19.9746549;-43.9417296;30320-900
560000.0;100.0;3;3.0;1;Serra;Rua Santa Helena;Serra;0;serra;rua santa helena;-19.9434176;-43.9177155;30210-550
420000.0;70.0;3;2.0;1;Esplanada;Rua Belém;Esplanada;0;esplanada;rua belem;-19.92083;-43.93778;30160-033
470000.0;117.0;3;2.0;1;Copacabana;Rua México;Copacabana;0;copacabana;rua mexico;-19.8331209;-43.9934277;31540-360
350000.0;65.0;2;1.0;1;João Pinheiro;Rua Teixeira Leite;João Pinheiro;0;joao pinheiro;rua teixeira leite;-19.926523;-43.9978272;30530-180
500000.0;60.0;2;2.0;1;Buritis;Avenida Senador José Augusto;Buritis;0;buritis;avenida senador jose augusto;-19.9822816;-43.9800392;30575-847
580000.0;53.0;2;1.0;2;Araguaia;Rua Santa Alexandrina;Araguaia;0;araguaia;rua santa alexandrina;-19.9892902;-44.0023141;30620-090
770000.0;128.0;4;3.0;3;Calafate;Rua Esparta;Calafate;0;calafate;rua esparta;-19.9278614;-43.9684168;30411-290
965000.0;90.0;3;3.0;2;Cidade Nova;Rua Professor Costa Chiabi;Cidade Nova;0;cidade nova;rua professor costa chiabi;-19.8883515;-43.9206422;31170-370
349899.0;45.0;2;1.0;1;Estoril;Rua Geraldo Vasconcellos;Estoril;0;estoril;rua geraldo vasconcellos;-19.92083;-43.93778;30160-033
990000.0;100.0;3;3.0;2;Santo Antônio;Rua Antônio Dias;Santo Antônio;0;santo antonio;rua antonio dias;-19.9445612;-43.9464563;30350-180
460000.0;58.0;2;3.0;2;Alto Caiçaras;Rua Professor Francisco Henriques;Alto Caiçaras;0;alto caicaras;rua professor francisco henriques;-19.8967114;-43.9744421;30775-480
800000.0;134.0;3;1.0;2;Castelo;Rua Castelo da Beira;Castelo;0;castelo;rua castelo da beira;-19.8757047;-43.9974135;31330-310
498000.0;52.0;2;2.0;1;Santa Branca;Rua Gil Vicente;Santa Branca;0;santa branca;rua gil vicente;-19.8341833;-43.9702101;31565-180
379000.0;55.0;2;2.0;1;Santa Branca;Rua Norte;Santa Branca;0;santa branca;rua norte;-19.8306488;-43.968654;31565-180
885000.0;80.0;3;3.0;3;Jaraguá;Rua Major Americano de Souza;Jaraguá;0;jaragua;rua major americano de souza;-19.8582385;-43.9472656;31260-220
495000.0;78.0;2;1.0;0;Santo Antônio;Rua Rafael Magalhães;Santo Antônio;0;santo antonio;rua rafael magalhaes;-19.9417686;-43.944756;30330-260
575000.0;124.0;3;3.0;2;Álvaro Camargos;Rua Nicanor Carvalho;Outros;0;alvaro camargos;rua nicanor carvalho;-19.913584;-44.0062334;31742-093
570000.0;120.0;3;2.0;2;Heliópolis;Rua Laura Brito Farias;Heliópolis;0;heliopolis;rua laura brito farias;-19.8411805;-43.9393465;31730-758
2295000.0;180.0;3;3.0;6;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0;buritis;avenida aggeo pio sobrinho;-19.9746598;-43.9769735;30575-834
390000.0;66.0;3;1.0;1;Ouro Preto;Rua Deputado André de Almeida;Ouro Preto;0;ouro preto;rua deputado andre de almeida;-19.8749707;-43.9918415;31340-000
1100000.0;200.0;3;4.0;2;Santo Antônio;Rua Guilherme de Almeida;Santo Antônio;0;santo antonio;rua guilherme de almeida;-19.9485717;-43.9451686;30350-213
1670000.0;96.0;2;2.0;2;Lourdes;Rua da Bahia;Lourdes;0;lourdes;rua da bahia;-19.9307295;-43.9390996;30160-017
1200000.0;140.0;4;4.0;3;Dona Clara;Rua Ministro Ivan Lins;Dona Clara;0;dona clara;rua ministro ivan lins;-19.8598374;-43.9395905;31260-140
1810000.0;138.0;3;3.0;2;Funcionários;Rua dos Timbiras;Funcionários;0;funcionarios;rua dos timbiras;-19.9302731;-43.9251278;30150-228
755000.0;120.0;4;3.0;3;União;Rua Artur de Sá;União;0;uniao;rua artur de sa;-19.8770936;-43.924736;31920-012
658000.0;95.0;3;2.0;2;Fernão Dias;Rua Joaquim Baeta Neves;Fernão Dias;0;fernao dias;rua joaquim baeta neves;-19.8745677;-43.9154009;31910-520
470000.0;96.0;3;2.0;1;Sagrada Família;Rua Costa Monteiro;Sagrada Família;0;sagrada familia;rua costa monteiro;-19.9034208;-43.927672;31140-020
321000.0;25.0;1;1.0;1;Nova Suíssa;Rua Bogari;Nova Suíssa;0;nova suissa;rua bogari;-19.9310855;-43.9724711;30421-238
599000.0;82.0;3;1.0;2;Indaiá;Rua Borges;Indaiá;0;indaia;rua borges;-19.8647594;-43.950847;31270-020
550000.0;106.0;3;3.0;2;Cidade Nova;Rua Cardeal Stepinac;Cidade Nova;0;cidade nova;rua cardeal stepinac;-19.8874899;-43.9229612;31170-210
330000.0;43.0;2;1.0;1;São Gabriel;Rua São Dimas;São Gabriel;0;sao gabriel;rua sao dimas;-19.8565985;-43.9178558;31980-580
670000.0;100.0;4;2.0;2;Santa Rosa;Rua David Alves do Vale;Santa Rosa;0;santa rosa;rua david alves do vale;-19.8634011;-43.9441692;31420-160
850000.0;98.0;3;2.0;3;Ouro Preto;Rua Desembargador Alarico Barroso;Ouro Preto;0;ouro preto;rua desembargador alarico barroso;-19.8753227;-43.9820324;31310-360
355000.0;55.0;2;2.0;2;Letícia;Rua José Benevides da Silveira;Letícia;0;leticia;rua jose benevides da silveira;-19.8070283;-43.9804371;31570-000
560000.0;85.0;3;2.0;4;Planalto;Rua dos Sacramentinos;Planalto;0;planalto;rua dos sacramentinos;-19.8416252;-43.9476129;31720-440
870000.0;92.0;3;2.0;3;União;Rua Domingos Fernandes;União;0;uniao;rua domingos fernandes;-19.8833178;-43.9219184;31170-590
900000.0;115.0;4;3.0;4;Palmares;Rua Professor Antônio Márcio;Palmares;0;palmares;rua professor antonio marcio;-19.8722152;-43.9365916;31155-290
1350000.0;143.0;2;2.0;6;Lourdes;Rua Tomaz Gonzaga;Lourdes;0;lourdes;rua tomaz gonzaga;-19.9327796;-43.9417401;30180-150
315000.0;55.0;2;1.0;2;Canaã;Rua Tunísia;Outros;0;canaa;rua tunisia;-19.7973688;-43.947374;31785-500
300000.0;60.0;3;1.0;1;Havaí;Rua B;Havaí;0;havai;rua b;-19.9520669;-43.9799687;30570-000
700000.0;92.0;3;2.0;1;Cruzeiro;Rua Jornalista Jair Silva;Cruzeiro;0;cruzeiro;rua jornalista jair silva;-19.9469138;-43.9225505;30310-360
810000.0;99.0;3;2.0;2;Santo Antônio;Rua Benjamim Flores;Santo Antônio;0;santo antonio;rua benjamim flores;-19.9484475;-43.9443745;30350-213
860000.0;80.0;3;2.0;1;Carmo;Rua Grão Mogol;Carmo;0;carmo;rua grao mogol;-19.944386;-43.9331149;30310-370
1250000.0;90.0;3;2.0;2;Anchieta;Rua Ramalhete;Anchieta;0;anchieta;rua ramalhete;-19.9488773;-43.9242676;30160-043
580000.0;64.0;2;2.0;2;Sagrada Família;Rua Costa Monteiro;Sagrada Família;0;sagrada familia;rua costa monteiro;-19.9034208;-43.927672;31140-020
589000.0;70.0;3;1.0;2;Castelo;Rua Elson Nunes de Souza;Castelo;0;castelo;rua elson nunes de souza;-19.8893581;-43.9943443;30840-460
730000.0;75.0;2;1.0;1;Boa Viagem;Rua Bernardo Guimarães;Boa Viagem;0;boa viagem;rua bernardo guimaraes;-19.930474;-43.9349685;30140-080
930000.0;118.0;4;3.0;3;Buritis;Rua Tereza Mota Valadares;Buritis;0;buritis;rua tereza mota valadares;-19.9740666;-43.9720029;30575-180
980000.0;164.0;4;2.0;3;Alto Barroca;Rua Santa Cruz;Alto Barroca;0;alto barroca;rua santa cruz;-19.9342246;-43.9667749;30431-020
750000.0;190.0;3;3.0;2;São José;Rua Artur Itabirano;São José;0;sao jose;rua artur itabirano;-19.8613342;-43.9680834;31275-050
370000.0;55.0;3;2.0;1;Santa Mônica;Rua Janete Clair;Santa Mônica;0;santa monica;rua janete clair;-19.8240518;-43.9771463;31525-410
310000.0;52.0;2;1.0;1;Santa Maria;Rua das Pérolas;Outros;0;santa maria;rua das perolas;-19.9327529;-44.0160192;30525-220
299500.0;70.0;3;2.0;0;Salgado Filho;Rua Veríssimo;Salgado Filho;0;salgado filho;rua verissimo;-19.9438594;-43.9830713;30550-000
1490000.0;115.0;4;2.0;3;Castelo;Rua Castelo de Tordesilhas;Castelo;0;castelo;rua castelo de tordesilhas;-19.8786831;-44.0010129;31330-220
1200000.0;180.0;3;4.0;3;Caiçara-Adelaide;Rua Zenite;Caiçara-Adelaide;0;caicara-adelaide;rua zenite;-19.9023279;-43.9785685;30750-170
730000.0;129.0;3;3.0;3;Barroca;Rua Campos Elíseos;Barroca;0;barroca;rua campos eliseos;-19.932433;-43.9658946;30431-020
747500.0;105.0;2;2.0;2;Boa Vista;Rua Nova Granada;Outros;0;boa vista;rua nova granada;-19.8906589;-43.9053818;31060-250
330000.0;68.0;2;1.0;1;São João Batista;Rua Doutor Álvaro Camargos;São João Batista;0;sao joao batista;rua doutor alvaro camargos;-19.8234084;-43.9562441;31744-144
433372.0;49.0;2;1.0;1;Glória;Avenida Brigadeiro Eduardo Gomes;Outros;0;gloria;avenida brigadeiro eduardo gomes;-19.9008503;-44.0073525;30830-373
895000.0;158.0;4;3.0;2;Colégio Batista;Rua Guanhães;Colégio Batista;0;colegio batista;rua guanhaes;-19.9070824;-43.9378181;31110-150
952000.0;118.0;4;2.0;2;Palmares;Rua Nestor Soares de Melo;Palmares;0;palmares;rua nestor soares de melo;-19.8738814;-43.929676;31160-540
685000.0;85.0;3;2.0;2;Fernão Dias;Rua Professor Nardelli Bemfica;Fernão Dias;0;fernao dias;rua professor nardelli bemfica;-19.92083;-43.93778;30160-033
750000.0;87.0;3;2.0;2;Alto Caiçaras;Rua Encantado;Alto Caiçaras;0;alto caicaras;rua encantado;-19.8986102;-43.9722462;30775-490
920000.0;87.0;3;2.0;2;Buritis;Avenida Aggeo Pio Sobrinho;Buritis;0;buritis;avenida aggeo pio sobrinho;-19.9746598;-43.9769735;30575-834
600000.0;117.0;3;3.0;2;Palmares;Rua Manoel Sabino Nogueira;Palmares;0;palmares;rua manoel sabino nogueira;-19.92083;-43.93778;30160-033
720000.0;85.0;3;3.0;2;Ipiranga;Rua Seritinga;Ipiranga;0;ipiranga;rua seritinga;-19.8872636;-43.9315423;31160-210
1250000.0;140.0;4;4.0;3;Dona Clara;Rua Bento Mendes Castanheira;Dona Clara;0;dona clara;rua bento mendes castanheira;-19.8603897;-43.9392591;31260-140
456000.0;90.0;3;2.0;2;Heliópolis;Rua Doutor Cinyras Ladeira;Heliópolis;0;heliopolis;rua doutor cinyras ladeira;-19.8433498;-43.9378613;31741-555
400000.0;70.0;3;1.0;1;Floresta;Rua Pouso Alegre;Floresta;0;floresta;rua pouso alegre;-19.9118032;-43.9310893;31015-184
549000.0;59.0;2;1.0;2;Estrela do Oriente;Rua Chico Rei;Outros;0;estrela do oriente;rua chico rei;-19.9615872;-43.9847596;30580-250
540000.0;85.0;3;2.0;2;Santa Rosa;Rua Quintino Bocaiúva;Santa Rosa;0;santa rosa;rua quintino bocaiuva;-19.8653727;-43.9451528;31260-000
799000.0;152.0;3;1.0;2;Santa Cruz;Rua Padre Felipe da Silva;Santa Cruz;0;santa cruz;rua padre felipe da silva;-19.92083;-43.93778;30160-033
1225000.0;104.0;3;3.0;2;Funcionários;Rua Rio Grande do Norte;Funcionários;0;funcionarios;rua rio grande do norte;-19.9283695;-43.9301026;30130-131
379000.0;53.0;3;2.0;1;Santa Mônica;Rua Dorival Machado;Santa Mônica;0;santa monica;rua dorival machado;-19.8274831;-43.9722178;31525-410
510000.0;28.0;1;1.0;1;Cidade Nova;Rua Doutor Plínio de Morais;Cidade Nova;0;cidade nova;rua doutor plinio de morais;-19.8898425;-43.9256591;31170-170
680000.0;136.0;3;2.0;1;Serra;Rua Itaparica;Serra;0;serra;rua itaparica;-19.9358754;-43.9193071;30240-130
290000.0;30.0;1;1.0;0;Liberdade;Rua Intendente Câmara;Liberdade;0;liberdade;rua intendente camara;-19.8643183;-43.9551471;31270-250
749000.0;80.0;3;2.0;2;Buritis;Avenida Deputado Cristóvam Chiaradia;Buritis;0;buritis;avenida deputado cristovam chiaradia;-19.92083;-43.93778;30160-033
800000.0;187.0;2;2.0;2;Caiçara-Adelaide;Rua Nhanduti;Caiçara-Adelaide;0;caicara-adelaide;rua nhanduti;-19.9042245;-43.974632;30770-400
890000.0;98.0;3;1.0;2;Barreiro;Rua Domiciano Vieira;Barreiro;0;barreiro;rua domiciano vieira;-19.9800717;-44.0152729;30642-000
299000.0;75.0;2;2.0;1;Planalto;Rua Ely Murilo Cláudio;Planalto;0;planalto;rua ely murilo claudio;-19.8267986;-43.9563151;31720-300
939000.0;86.0;3;2.0;3;Cidade Nova;Rua Doutor Plínio de Morais;Cidade Nova;0;cidade nova;rua doutor plinio de morais;-19.8898425;-43.9256591;31170-170
595000.0;101.0;3;2.0;2;Santa Efigênia;Rua Itaí;Santa Efigênia;0;santa efigenia;rua itai;-19.9263019;-43.9118772;30260-250
